,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,truth
0,kidney transplantation . acknowledgement,"['kidney', 'transplantation', '.', 'acknowledgement']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (11, 1)]","[(11, 1.0), (0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25), (4, 0.25), (5, 0.25), (6, 0.25), (7, 0.25), (8, 0.25), (9, 0.25), (10, 0.25), (12, 0.25), (13, 0.25), (14, 0.25), (15, 0.25), (16, 0.25), (17, 0.25), (18, 0.25), (19, 0.25), (20, 0.25), (21, 0.25), (22, 0.25), (23, 0.25), (24, 0.25), (25, 0.25), (26, 0.25), (27, 0.25), (28, 0.25), (29, 0.25), (30, 0.25)]","[(11, 0.0011266985434787687), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(11, 23)]",11
0,deceptive practice . [,"['deceptive', 'practice', '.', '[']","[(26, 411), (2, 407), (5, 248), (19, 179), (7, 151), (1, 140), (12, 129), (0, 116), (10, 98), (30, 93), (9, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (11, 43), (13, 40), (20, 37), (3, 36), (6, 28), (27, 28), (4, 25), (25, 25), (8, 24), (24, 15), (18, 14), (21, 9), (22, 9), (14, 4), (23, 2)]","[(12, 1.0), (14, 1.0), (2, 0.75), (10, 0.75), (20, 0.75), (23, 0.75), (26, 0.75), (1, 0.5), (3, 0.5), (13, 0.5), (28, 0.5), (0, 0.5), (9, 0.5), (11, 0.5), (18, 0.5), (19, 0.5), (21, 0.5), (22, 0.5), (24, 0.5), (25, 0.5), (30, 0.5), (4, 0.25), (5, 0.25), (6, 0.25), (7, 0.25), (8, 0.25), (15, 0.25), (16, 0.25), (17, 0.25), (27, 0.25), (29, 0.25)]","[(26, 0.03764327224321706), (30, 0.028801485666251774), (2, 0.028523542715727684), (18, 0.025696028052242383), (9, 0.02159138344631725), (25, 0.019979553864093735), (12, 0.01931735727344847), (0, 0.016194824977198322), (22, 0.013709827874863911), (19, 0.011083592061884891), (11, 0.00849226367796221), (10, 0.008338277319475874), (20, 0.006180594079839383), (24, 0.0034867494078856063), (21, 0.0010579068121222839), (23, 0.0008839260649151335), (14, 0.00012324143697687386), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (16, -1.9834648197489817e-05), (5, -2.199260367017221e-05), (27, -2.213431755372052e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (29, -2.8267595200995294e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(2, 258), (12, 102), (9, 52), (30, 51), (19, 49), (0, 24), (11, 12), (18, 8), (22, 7), (24, 7), (10, 3), (14, 3), (20, 3), (26, 1), (1, 0), (3, 0), (13, 0), (21, 0), (23, 0), (25, 0), (28, 0)]",12
0,"value , climbing high","['value', ',', 'climbing', 'high']","[(26, 1142), (0, 385), (5, 304), (24, 161), (30, 122), (29, 77), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (2, 12), (6, 11), (1, 5), (12, 4), (14, 4), (10, 2), (13, 2), (19, 2), (7, 1), (9, 1), (20, 1), (21, 1), (28, 1), (11, 1), (23, 1)]","[(13, 1.0), (1, 0.75), (2, 0.75), (7, 0.75), (9, 0.75), (10, 0.75), (12, 0.75), (14, 0.75), (19, 0.75), (20, 0.75), (21, 0.75), (28, 0.75), (0, 0.5), (4, 0.5), (5, 0.5), (8, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (11, 0.5), (23, 0.5), (3, 0.25), (6, 0.25), (15, 0.25), (16, 0.25), (17, 0.25), (18, 0.25), (22, 0.25), (27, 0.25), (29, 0.25), (30, 0.25)]","[(13, 0.001953790514480272), (1, 0.0017190819137147847), (2, 0.0011128666662347931), (28, 0.0008386650941248474), (12, 0.0007926305829702899), (23, 0.0005848423005421433), (7, 0.0004356642041339718), (9, 0.0003616647741968263), (11, 0.0002613411793801351), (10, 0.00022518169666465286), (20, 0.0002210453226095827), (19, 0.00016387410381434655), (14, 0.0001630833355515874), (21, 0.0001555456020634999), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (18, -2.3671825850374764e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (29, -3.5682046401256354e-05), (26, -5.6207491572618445e-05)]","[(2, 4), (13, 3), (1, 2), (12, 2), (20, 1), (24, 1), (0, 0), (4, 0), (5, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (14, 0), (19, 0), (21, 0), (23, 0), (25, 0), (26, 0), (28, 0)]",13
0,single neurons human hippocampus,"['single', 'neurons', 'human', 'hippocampus']","[(10, 44), (14, 19), (26, 14), (19, 8), (0, 7), (5, 5), (7, 5), (11, 5), (21, 5), (25, 5), (2, 4), (24, 3), (16, 2), (20, 2), (28, 2), (1, 1), (9, 1), (12, 1), (22, 1), (23, 1), (29, 1), (17, 1)]","[(14, 1.0), (9, 0.75), (11, 0.75), (21, 0.75), (0, 0.5), (5, 0.5), (10, 0.5), (19, 0.5), (20, 0.5), (23, 0.5), (29, 0.5), (1, 0.25), (2, 0.25), (7, 0.25), (12, 0.25), (16, 0.25), (22, 0.25), (24, 0.25), (25, 0.25), (26, 0.25), (28, 0.25), (17, 0.25)]","[(10, 0.009273118535767011), (14, 0.003339666355185194), (25, 0.0029144810645106794), (11, 0.0018598266060513608), (0, 0.0018406183480125888), (29, 0.0016241416826983002), (5, 0.0015540316348061822), (17, 0.0012918886984663051), (19, 0.0012269881386061262), (7, 0.0012006446952537138), (16, 0.0011704680638756793), (22, 0.001111053441343919), (21, 0.0011069355769271613), (26, 0.0009352313112243334), (28, 0.0009245090937476326), (23, 0.0008324025118983925), (20, 0.0006292249435892106), (9, 0.000514755287412576), (24, 0.0005086232252782774), (2, 0.00020446289392316865), (1, 0.00018950435319891953), (12, 0.00010922032332572457)]","[(14, 4), (0, 0), (5, 0), (9, 0), (10, 0), (11, 0), (19, 0), (20, 0), (21, 0), (23, 0), (29, 0)]",14
0, added websites 2009,"['\x96', 'added', 'websites', '2009']","[(15, 20), (23, 17), (14, 15), (1, 10), (2, 9), (16, 8), (17, 6), (12, 4), (24, 4), (26, 4), (28, 3), (30, 2), (5, 2), (4, 1), (8, 1), (7, 1), (10, 1), (3, 1), (11, 1), (13, 1)]","[(12, 1.0), (15, 1.0), (1, 0.75), (2, 0.75), (17, 0.75), (28, 0.75), (4, 0.5), (8, 0.5), (30, 0.5), (5, 0.5), (7, 0.5), (23, 0.25), (10, 0.25), (24, 0.25), (26, 0.25), (3, 0.25), (11, 0.25), (13, 0.25), (14, 0.25), (16, 0.25)]","[(15, 0.02120674148654315), (23, 0.014150842702272673), (16, 0.007756904372617922), (17, 0.004973283832044176), (1, 0.0031396993889167783), (8, 0.002890998684125775), (28, 0.0022975836077289624), (4, 0.002102233503883408), (24, 0.001469012499447334), (3, 0.0009787726839942993), (13, 0.0008920917082900071), (2, 0.0007621946554831834), (30, 0.000748473228936817), (12, 0.0007238229130137482), (26, 0.0005788173773192455), (14, 0.0005584732229259054), (5, 0.00039882901228472685), (7, 0.0003978445193855051), (11, 0.00023865434644283507), (10, 0.00013442693059161526)]","[(15, 8), (17, 1), (1, 0), (2, 0), (4, 0), (5, 0), (7, 0), (8, 0), (12, 0), (28, 0), (30, 0)]",15
0,year .  ,"['year', '.', '\x97', '\x97']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (9, 145), (1, 140), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (13, 40), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (7, 7), (16, 2), (22, 2), (26, 2)]","[(7, 0.75), (16, 0.75), (2, 0.5), (3, 0.5), (5, 0.5), (11, 0.5), (12, 0.5), (15, 0.5), (17, 0.5), (24, 0.5), (22, 0.5), (26, 0.5), (0, 0.25), (1, 0.25), (4, 0.25), (6, 0.25), (8, 0.25), (9, 0.25), (10, 0.25), (13, 0.25), (14, 0.25), (18, 0.25), (19, 0.25), (20, 0.25), (21, 0.25), (23, 0.25), (25, 0.25), (27, 0.25), (28, 0.25), (29, 0.25), (30, 0.25)]","[(22, 0.010381705396785117), (7, 0.007853193495428786), (16, 0.005468438404188952), (26, 0.0006242014232158303), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(15, 7), (26, 6), (2, 5), (16, 4), (5, 2), (12, 2), (22, 2), (17, 1), (24, 1), (3, 0), (7, 0), (11, 0)]",16
0,local hot spots .,"['local', 'hot', 'spots', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (16, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(17, 1.0), (2, 0.5), (5, 0.5), (9, 0.5), (10, 0.5), (12, 0.5), (14, 0.5), (19, 0.5), (22, 0.5), (23, 0.5), (26, 0.5), (0, 0.25), (1, 0.25), (3, 0.25), (4, 0.25), (6, 0.25), (7, 0.25), (8, 0.25), (11, 0.25), (13, 0.25), (15, 0.25), (16, 0.25), (18, 0.25), (20, 0.25), (21, 0.25), (24, 0.25), (25, 0.25), (27, 0.25), (28, 0.25), (29, 0.25), (30, 0.25)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(17, 3), (22, 2), (2, 0), (5, 0), (9, 0), (10, 0), (12, 0), (14, 0), (19, 0), (23, 0), (26, 0)]",17
0,2020 fukushima received bower,"['2020', 'fukushima', 'received', 'bower']","[(29, 7), (22, 6), (14, 4), (24, 3), (18, 2), (28, 2), (30, 2), (9, 2), (19, 2), (1, 1), (2, 1), (3, 1), (5, 1), (13, 1), (21, 1), (10, 1)]","[(18, 1.0), (1, 0.5), (2, 0.5), (19, 0.5), (21, 0.5), (3, 0.25), (5, 0.25), (13, 0.25), (28, 0.25), (30, 0.25), (9, 0.25), (22, 0.25), (29, 0.25), (10, 0.25), (14, 0.25), (24, 0.25)]","[(22, 0.024983184608193352), (18, 0.02094212155126592), (29, 0.01649990975799743), (28, 0.0028580706302109363), (3, 0.0018263109897501731), (13, 0.0016645712711007114), (24, 0.0015723816151102382), (9, 0.0014941370272659655), (30, 0.0013965907568677795), (1, 0.0005858426161925881), (5, 0.00037209140594030206), (19, 0.0002792317019302339), (14, 0.000277884279959934), (21, 0.00026504043153248696), (10, 0.0001918480923454605), (2, 0.00015802153706269013)]","[(18, 4), (1, 0), (2, 0), (19, 0), (21, 0)]",18
0,( way similar layout,"['(', 'way', 'similar', 'layout']","[(26, 258), (25, 28), (19, 21), (14, 16), (30, 13), (16, 10), (21, 9), (22, 8), (5, 6), (18, 5), (23, 5), (6, 5), (12, 4), (2, 3), (9, 3), (29, 3), (0, 2), (3, 2), (7, 2), (10, 2), (20, 2), (24, 2), (28, 2), (1, 1), (8, 1), (11, 1), (13, 1), (15, 1), (17, 1), (27, 1), (4, 1)]","[(19, 1.0), (1, 0.75), (2, 0.75), (3, 0.75), (7, 0.75), (10, 0.75), (12, 0.75), (13, 0.75), (14, 0.75), (17, 0.75), (21, 0.75), (24, 0.75), (0, 0.5), (5, 0.5), (8, 0.5), (9, 0.5), (11, 0.5), (15, 0.5), (20, 0.5), (23, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (16, 0.25), (18, 0.25), (22, 0.25), (25, 0.25), (26, 0.25), (30, 0.25), (4, 0.25), (6, 0.25)]","[(19, 0.007418216686915459), (6, 0.005121276639825975), (29, 0.0034233441557596144), (26, 0.0026121508375969893), (25, 0.0024736417814265528), (3, 0.002143632507790096), (21, 0.0013999104185714994), (22, 0.0013471392152656569), (23, 0.0010974164228198518), (9, 0.001084994322590479), (18, 0.001014474103239046), (13, 0.000976895257240136), (8, 0.0009087143306032676), (17, 0.0009076752504414065), (16, 0.0008869867159336044), (7, 0.0008713284082679436), (4, 0.0008639371027184688), (12, 0.0007926305829702899), (27, 0.0007305350500928228), (14, 0.0006523333422063496), (28, 0.0006294789871971948), (24, 0.0006151943021969254), (5, 0.0004917101464468602), (30, 0.0004450494750122997), (15, 0.000435757749178175), (1, 0.00034381638274295695), (2, 0.0002782166665586983), (10, 0.00022518169666465286), (20, 0.00016591054853207443), (0, 0.0001386640150908917), (11, 9.807775598482124e-05)]","[(19, 3), (0, 0), (1, 0), (2, 0), (3, 0), (5, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (17, 0), (20, 0), (21, 0), (23, 0), (24, 0), (27, 0), (28, 0), (29, 0)]",19
0,", 2014 . alpaydin","[',', '2014', '.', 'alpaydin']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (20, 1)]","[(20, 1.0), (0, 0.75), (1, 0.75), (2, 0.75), (3, 0.75), (5, 0.75), (10, 0.75), (12, 0.75), (14, 0.75), (28, 0.75), (30, 0.75), (4, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (11, 0.5), (13, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (18, 0.5), (19, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (29, 0.5)]","[(20, 0.0009529743594856604), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(19, 57), (14, 21), (20, 20), (12, 11), (10, 10), (11, 10), (21, 7), (24, 6), (30, 6), (1, 5), (17, 5), (2, 4), (16, 4), (27, 4), (3, 3), (25, 3), (5, 2), (7, 2), (13, 2), (18, 2), (22, 2), (28, 2), (29, 2), (6, 1), (8, 1), (26, 1), (0, 0), (4, 0), (9, 0), (15, 0), (23, 0)]",20
0,signal network . 6,"['signal', 'network', '.', '6']","[(7, 151), (1, 140), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (13, 40), (6, 28), (27, 28), (4, 25), (8, 24), (26, 21), (0, 15), (14, 12), (19, 8), (21, 8), (11, 7), (25, 7), (24, 6), (2, 4), (12, 4), (20, 3), (30, 2), (9, 1), (10, 1), (3, 1), (5, 1), (18, 1), (22, 1), (16, 1)]","[(9, 1.0), (10, 1.0), (14, 1.0), (19, 1.0), (21, 1.0), (26, 1.0), (0, 0.75), (2, 0.75), (3, 0.75), (5, 0.75), (11, 0.75), (12, 0.75), (18, 0.75), (20, 0.75), (22, 0.75), (24, 0.75), (25, 0.75), (30, 0.75), (1, 0.5), (4, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (13, 0.5), (15, 0.5), (17, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (16, 0.5), (23, 0.25)]","[(25, 0.0045581282768224485), (0, 0.0017062876761507618), (26, 0.0015671391740700407), (18, 0.0014954802690666923), (22, 0.0012411727106213409), (24, 0.0011363796622420022), (11, 0.0011264081394845866), (21, 0.0007661920062433347), (3, 0.0006599487827055443), (16, 0.0006537727914235406), (30, 0.0005046667161865927), (12, 0.000488045956072663), (20, 0.0004083123139310952), (19, 0.0004036084167830875), (14, 0.00030124561477503595), (2, 0.00022840824287006462), (9, 0.00022268763569435718), (5, 0.000134457533127525), (10, 6.932549588670376e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (27, -2.213431755372052e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (29, -2.8267595200995294e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(21, 16), (2, 7), (5, 7), (10, 7), (19, 7), (7, 5), (14, 5), (11, 4), (24, 4), (1, 3), (16, 3), (26, 3), (12, 2), (25, 2), (29, 2), (0, 1), (4, 1), (13, 1), (20, 1), (27, 1), (30, 1), (3, 0), (6, 0), (8, 0), (9, 0), (15, 0), (17, 0), (18, 0), (22, 0), (28, 0)]",21
0,- ? ? ?,"['-', '?', '?', '?']","[(22, 36), (3, 23), (24, 21), (0, 20), (2, 20), (7, 17), (14, 10), (5, 10), (27, 8), (13, 7), (10, 6), (15, 6), (11, 4), (19, 4), (6, 4), (18, 4), (16, 3), (1, 3), (8, 2), (21, 2), (25, 1), (12, 1), (26, 1), (28, 1)]","[(2, 0.5), (8, 0.5), (10, 0.5), (11, 0.5), (14, 0.5), (16, 0.5), (19, 0.5), (22, 0.5), (24, 0.5), (25, 0.5), (0, 0.25), (21, 0.25), (1, 0.25), (3, 0.25), (5, 0.25), (6, 0.25), (7, 0.25), (12, 0.25), (13, 0.25), (15, 0.25), (18, 0.25), (26, 0.25), (27, 0.25), (28, 0.25)]","[(22, 0.03129353076671049), (3, 0.010630603381613828), (27, 0.006715496253858351), (6, 0.004707770569715133), (0, 0.004411479731999321), (18, 0.004189483901489614), (7, 0.003193820763628739), (15, 0.0030043009556734728), (13, 0.0029488710487422277), (24, 0.002785552474005536), (8, 0.0020883555423583896), (16, 0.0013736242337437537), (5, 0.0009416835549815119), (2, 0.0007998372464894346), (25, 0.0004560456843499014), (11, 0.00045079343066373927), (1, 0.0004447926090217869), (21, 0.000371424821148944), (28, 0.0003616581931856134), (10, 0.0002913158284208471), (14, 0.00017581638036282132), (19, 0.0001413351115018161), (12, 8.545167388891614e-05), (26, 5.2264658774115045e-05)]","[(22, 69), (24, 8), (18, 6), (7, 3), (3, 2), (5, 2), (15, 2), (1, 0), (2, 0), (6, 0), (8, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (16, 0), (19, 0), (25, 0), (26, 0), (27, 0), (28, 0)]",22
0,programming addresses descriptive procedural,"['programming', 'addresses', 'descriptive', 'procedural']","[(28, 5), (2, 4), (19, 2), (20, 2), (12, 2), (0, 1), (5, 1), (9, 1), (23, 1), (1, 1), (14, 1)]","[(23, 1.0), (0, 0.5), (2, 0.5), (20, 0.5), (5, 0.25), (9, 0.25), (19, 0.25), (1, 0.25), (12, 0.25), (14, 0.25), (28, 0.25)]","[(28, 0.008661892586790022), (23, 0.002014618911939736), (20, 0.0015228791997852278), (12, 0.0008186439400888373), (2, 0.0007662599046884774), (1, 0.0007102001973757706), (9, 0.0006769806481961054), (0, 0.0006363927616687979), (5, 0.0004087570809564607), (19, 0.00030674703465153154), (14, 8.421778521242454e-05)]","[(23, 3), (0, 0), (2, 0), (20, 0)]",23
0,", 1993 . [","[',', '1993', '.', '[']","[(26, 411), (2, 407), (5, 248), (19, 179), (7, 151), (1, 140), (12, 129), (0, 116), (10, 98), (30, 93), (9, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (11, 43), (13, 40), (20, 37), (3, 36), (6, 28), (27, 28), (4, 25), (25, 25), (8, 24), (24, 15), (18, 14), (21, 9), (22, 9), (14, 4), (23, 2)]","[(0, 1.0), (11, 1.0), (14, 1.0), (19, 1.0), (24, 1.0), (2, 0.75), (9, 0.75), (10, 0.75), (12, 0.75), (18, 0.75), (20, 0.75), (21, 0.75), (22, 0.75), (23, 0.75), (25, 0.75), (26, 0.75), (30, 0.75), (1, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (13, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (27, 0.5), (28, 0.5), (29, 0.5)]","[(26, 0.03764327224321706), (30, 0.028801485666251774), (2, 0.028523542715727684), (18, 0.025696028052242383), (9, 0.02159138344631725), (25, 0.019979553864093735), (12, 0.01931735727344847), (0, 0.016194824977198322), (22, 0.013709827874863911), (19, 0.011083592061884891), (11, 0.00849226367796221), (10, 0.008338277319475874), (20, 0.006180594079839383), (24, 0.0034867494078856063), (21, 0.0010579068121222839), (23, 0.0008839260649151335), (14, 0.00012324143697687386), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (16, -1.9834648197489817e-05), (5, -2.199260367017221e-05), (27, -2.213431755372052e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (29, -2.8267595200995294e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(2, 260), (12, 103), (19, 57), (30, 56), (9, 49), (0, 25), (20, 14), (11, 13), (14, 12), (18, 10), (21, 9), (24, 9), (1, 8), (10, 7), (22, 7), (17, 5), (16, 4), (5, 3), (3, 2), (7, 2), (26, 2), (29, 2), (6, 1), (8, 1), (13, 1), (23, 1), (27, 1), (4, 0), (15, 0), (25, 0), (28, 0)]",24
0,"] , [ 3","[']', ',', '[', '3']","[(5, 304), (7, 103), (29, 77), (13, 74), (28, 69), (10, 62), (17, 51), (3, 38), (19, 35), (27, 33), (26, 26), (4, 19), (0, 15), (15, 14), (14, 13), (11, 11), (6, 11), (21, 10), (2, 8), (20, 7), (25, 7), (24, 5), (9, 2), (12, 2), (18, 2), (22, 2), (30, 2), (1, 2), (16, 2), (23, 1), (8, 1)]","[(0, 1.0), (2, 1.0), (9, 1.0), (10, 1.0), (11, 1.0), (12, 1.0), (14, 1.0), (18, 1.0), (19, 1.0), (20, 1.0), (21, 1.0), (22, 1.0), (23, 1.0), (24, 1.0), (25, 1.0), (26, 1.0), (30, 1.0), (1, 0.5), (8, 0.5), (16, 0.5), (3, 0.25), (4, 0.25), (5, 0.25), (6, 0.25), (7, 0.25), (13, 0.25), (15, 0.25), (17, 0.25), (27, 0.25), (28, 0.25), (29, 0.25)]","[(25, 0.0040802734903149515), (10, 0.0038475777523602566), (18, 0.0026774009534526245), (22, 0.002222106882687838), (26, 0.0017368581494166192), (11, 0.0015845033283266026), (19, 0.001580669241321845), (0, 0.0015274077316451643), (8, 0.001334619072833854), (16, 0.0011704680638756793), (21, 0.0008573346178799532), (20, 0.0008528487033750428), (24, 0.0008477053754637957), (30, 0.0004517596036011394), (2, 0.0004089257878463373), (9, 0.0003986840217572897), (1, 0.00037900870639783905), (23, 0.0003223527657507394), (14, 0.0002921363309324206), (12, 0.00021844064665144913), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (3, -1.6539929600582365e-05), (4, -1.7762446136277583e-05), (7, -1.8222955898392585e-05), (17, -1.879881141460476e-05), (28, -2.3499973893963646e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (13, -2.935684921726981e-05), (29, -3.5682046401256354e-05)]","[(26, 302), (19, 21), (25, 21), (0, 18), (2, 17), (12, 12), (30, 11), (10, 8), (9, 5), (11, 5), (20, 4), (24, 4), (1, 3), (18, 3), (21, 1), (22, 1), (8, 0), (14, 0), (16, 0), (23, 0)]",25
